parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:17_j:19_x:4875.00_y:5625.00_zone:1,none,factor,37.38099237770773,15.0,50.0,icstrtlayer1,1.0,0.0,1,17,,0,19,icstrtlayer1,d,gr,,4875.00,5625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:0_x:125.00_y:5375.00_zone:1,none,factor,32.808661907806915,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,0,icstrtlayer1,d,gr,,125.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:1_x:375.00_y:5375.00_zone:1,none,factor,30.7133697142945,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,1,icstrtlayer1,d,gr,,375.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:2_x:625.00_y:5375.00_zone:1,none,factor,41.71893058185195,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,2,icstrtlayer1,d,gr,,625.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:3_x:875.00_y:5375.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,3,icstrtlayer1,d,gr,,875.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:8_x:2125.00_y:5375.00_zone:1,none,factor,38.252067306730936,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,8,icstrtlayer1,d,gr,,2125.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:9_x:2375.00_y:5375.00_zone:1,none,factor,33.333723299522454,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,9,icstrtlayer1,d,gr,,2375.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:10_x:2625.00_y:5375.00_zone:1,none,factor,38.78036103900877,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,10,icstrtlayer1,d,gr,,2625.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:11_x:2875.00_y:5375.00_zone:1,none,factor,28.339616912924296,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,11,icstrtlayer1,d,gr,,2875.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:12_x:3125.00_y:5375.00_zone:1,none,factor,28.153608124856426,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,12,icstrtlayer1,d,gr,,3125.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:13_x:3375.00_y:5375.00_zone:1,none,factor,30.668724608148175,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,13,icstrtlayer1,d,gr,,3375.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:14_x:3625.00_y:5375.00_zone:1,none,factor,36.12511543535652,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,14,icstrtlayer1,d,gr,,3625.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:15_x:3875.00_y:5375.00_zone:1,none,factor,33.143161189914004,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,15,icstrtlayer1,d,gr,,3875.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:16_x:4125.00_y:5375.00_zone:1,none,factor,28.31268161123472,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,16,icstrtlayer1,d,gr,,4125.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:17_x:4375.00_y:5375.00_zone:1,none,factor,42.06071935983727,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,17,icstrtlayer1,d,gr,,4375.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:18_x:4625.00_y:5375.00_zone:1,none,factor,47.347481394618114,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,18,icstrtlayer1,d,gr,,4625.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:18_j:19_x:4875.00_y:5375.00_zone:1,none,factor,34.32586973591629,15.0,50.0,icstrtlayer1,1.0,0.0,1,18,,0,19,icstrtlayer1,d,gr,,4875.00,5375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:0_x:125.00_y:5125.00_zone:1,none,factor,40.69202817633022,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,0,icstrtlayer1,d,gr,,125.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:1_x:375.00_y:5125.00_zone:1,none,factor,35.182261577781745,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,1,icstrtlayer1,d,gr,,375.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:2_x:625.00_y:5125.00_zone:1,none,factor,39.08981668968907,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,2,icstrtlayer1,d,gr,,625.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:3_x:875.00_y:5125.00_zone:1,none,factor,36.63824171061176,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,3,icstrtlayer1,d,gr,,875.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:8_x:2125.00_y:5125.00_zone:1,none,factor,26.094523662252385,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,8,icstrtlayer1,d,gr,,2125.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:9_x:2375.00_y:5125.00_zone:1,none,factor,33.13727201670314,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,9,icstrtlayer1,d,gr,,2375.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:10_x:2625.00_y:5125.00_zone:1,none,factor,27.388256092566067,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,10,icstrtlayer1,d,gr,,2625.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:11_x:2875.00_y:5125.00_zone:1,none,factor,37.53543008553115,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,11,icstrtlayer1,d,gr,,2875.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:12_x:3125.00_y:5125.00_zone:1,none,factor,22.318633267139486,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,12,icstrtlayer1,d,gr,,3125.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:13_x:3375.00_y:5125.00_zone:1,none,factor,35.98161090180243,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,13,icstrtlayer1,d,gr,,3375.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:14_x:3625.00_y:5125.00_zone:1,none,factor,38.27661087506111,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,14,icstrtlayer1,d,gr,,3625.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:15_x:3875.00_y:5125.00_zone:1,none,factor,45.592209686938205,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,15,icstrtlayer1,d,gr,,3875.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:16_x:4125.00_y:5125.00_zone:1,none,factor,33.96893428241363,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,16,icstrtlayer1,d,gr,,4125.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:17_x:4375.00_y:5125.00_zone:1,none,factor,34.20011085122418,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,17,icstrtlayer1,d,gr,,4375.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:18_x:4625.00_y:5125.00_zone:1,none,factor,45.874192325182676,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,18,icstrtlayer1,d,gr,,4625.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:19_j:19_x:4875.00_y:5125.00_zone:1,none,factor,31.15081465056632,15.0,50.0,icstrtlayer1,1.0,0.0,1,19,,0,19,icstrtlayer1,d,gr,,4875.00,5125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:0_x:125.00_y:4875.00_zone:1,none,factor,42.671047433003345,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,0,icstrtlayer1,d,gr,,125.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:1_x:375.00_y:4875.00_zone:1,none,factor,40.7380403303677,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,1,icstrtlayer1,d,gr,,375.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:2_x:625.00_y:4875.00_zone:1,none,factor,40.88135049689945,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,2,icstrtlayer1,d,gr,,625.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:3_x:875.00_y:4875.00_zone:1,none,factor,35.662992063428774,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,3,icstrtlayer1,d,gr,,875.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:8_x:2125.00_y:4875.00_zone:1,none,factor,30.49855884192891,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,8,icstrtlayer1,d,gr,,2125.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:9_x:2375.00_y:4875.00_zone:1,none,factor,28.179248294844164,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,9,icstrtlayer1,d,gr,,2375.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:10_x:2625.00_y:4875.00_zone:1,none,factor,32.74886146383949,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,10,icstrtlayer1,d,gr,,2625.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:11_x:2875.00_y:4875.00_zone:1,none,factor,36.61588473975285,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,11,icstrtlayer1,d,gr,,2875.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:12_x:3125.00_y:4875.00_zone:1,none,factor,40.07741696997156,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,12,icstrtlayer1,d,gr,,3125.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:13_x:3375.00_y:4875.00_zone:1,none,factor,31.39782304455703,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,13,icstrtlayer1,d,gr,,3375.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:14_x:3625.00_y:4875.00_zone:1,none,factor,38.34394706116485,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,14,icstrtlayer1,d,gr,,3625.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:15_x:3875.00_y:4875.00_zone:1,none,factor,16.5987736028844,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,15,icstrtlayer1,d,gr,,3875.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:16_x:4125.00_y:4875.00_zone:1,none,factor,36.87315480744508,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,16,icstrtlayer1,d,gr,,4125.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:17_x:4375.00_y:4875.00_zone:1,none,factor,18.215279007356106,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,17,icstrtlayer1,d,gr,,4375.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:18_x:4625.00_y:4875.00_zone:1,none,factor,23.734065802620698,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,18,icstrtlayer1,d,gr,,4625.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:20_j:19_x:4875.00_y:4875.00_zone:1,none,factor,47.95687257902944,15.0,50.0,icstrtlayer1,1.0,0.0,1,20,,0,19,icstrtlayer1,d,gr,,4875.00,4875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:0_x:125.00_y:4625.00_zone:1,none,factor,44.0966319684425,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,0,icstrtlayer1,d,gr,,125.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:1_x:375.00_y:4625.00_zone:1,none,factor,33.6282476103399,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,1,icstrtlayer1,d,gr,,375.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:2_x:625.00_y:4625.00_zone:1,none,factor,44.51532180589198,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,2,icstrtlayer1,d,gr,,625.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:3_x:875.00_y:4625.00_zone:1,none,factor,36.64438260547655,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,3,icstrtlayer1,d,gr,,875.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:6_x:1625.00_y:4625.00_zone:1,none,factor,39.31103064015975,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,6,icstrtlayer1,d,gr,,1625.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:7_x:1875.00_y:4625.00_zone:1,none,factor,30.784674645606245,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,7,icstrtlayer1,d,gr,,1875.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:8_x:2125.00_y:4625.00_zone:1,none,factor,34.82447340560558,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,8,icstrtlayer1,d,gr,,2125.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:9_x:2375.00_y:4625.00_zone:1,none,factor,37.4918785088401,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,9,icstrtlayer1,d,gr,,2375.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:10_x:2625.00_y:4625.00_zone:1,none,factor,29.37937551542398,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,10,icstrtlayer1,d,gr,,2625.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:11_x:2875.00_y:4625.00_zone:1,none,factor,33.12329355139038,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,11,icstrtlayer1,d,gr,,2875.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:12_x:3125.00_y:4625.00_zone:1,none,factor,44.10058735462924,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,12,icstrtlayer1,d,gr,,3125.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:13_x:3375.00_y:4625.00_zone:1,none,factor,25.661001619486708,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,13,icstrtlayer1,d,gr,,3375.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:14_x:3625.00_y:4625.00_zone:1,none,factor,30.75637367515988,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,14,icstrtlayer1,d,gr,,3625.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:15_x:3875.00_y:4625.00_zone:1,none,factor,36.526861317690646,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,15,icstrtlayer1,d,gr,,3875.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:16_x:4125.00_y:4625.00_zone:1,none,factor,26.216058316940764,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,16,icstrtlayer1,d,gr,,4125.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:17_x:4375.00_y:4625.00_zone:1,none,factor,33.82277722768273,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,17,icstrtlayer1,d,gr,,4375.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:18_x:4625.00_y:4625.00_zone:1,none,factor,35.75298941345189,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,18,icstrtlayer1,d,gr,,4625.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:21_j:19_x:4875.00_y:4625.00_zone:1,none,factor,30.467963842822698,15.0,50.0,icstrtlayer1,1.0,0.0,1,21,,0,19,icstrtlayer1,d,gr,,4875.00,4625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:0_x:125.00_y:4375.00_zone:1,none,factor,31.236656457900292,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,0,icstrtlayer1,d,gr,,125.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:1_x:375.00_y:4375.00_zone:1,none,factor,34.14570649459469,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,1,icstrtlayer1,d,gr,,375.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:2_x:625.00_y:4375.00_zone:1,none,factor,48.256941812054,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,2,icstrtlayer1,d,gr,,625.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:3_x:875.00_y:4375.00_zone:1,none,factor,35.52424055920652,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,3,icstrtlayer1,d,gr,,875.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:4_x:1125.00_y:4375.00_zone:1,none,factor,42.02487517264344,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,4,icstrtlayer1,d,gr,,1125.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:6_x:1625.00_y:4375.00_zone:1,none,factor,27.030559112537343,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,6,icstrtlayer1,d,gr,,1625.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:7_x:1875.00_y:4375.00_zone:1,none,factor,33.4356793557507,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,7,icstrtlayer1,d,gr,,1875.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:8_x:2125.00_y:4375.00_zone:1,none,factor,32.06580797708136,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,8,icstrtlayer1,d,gr,,2125.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:9_x:2375.00_y:4375.00_zone:1,none,factor,40.316510124148515,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,9,icstrtlayer1,d,gr,,2375.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:10_x:2625.00_y:4375.00_zone:1,none,factor,34.42548014802995,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,10,icstrtlayer1,d,gr,,2625.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:11_x:2875.00_y:4375.00_zone:1,none,factor,37.245172155204884,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,11,icstrtlayer1,d,gr,,2875.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:12_x:3125.00_y:4375.00_zone:1,none,factor,33.24331077299615,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,12,icstrtlayer1,d,gr,,3125.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:13_x:3375.00_y:4375.00_zone:1,none,factor,37.30261998501951,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,13,icstrtlayer1,d,gr,,3375.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:14_x:3625.00_y:4375.00_zone:1,none,factor,39.832739307293735,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,14,icstrtlayer1,d,gr,,3625.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:15_x:3875.00_y:4375.00_zone:1,none,factor,30.20429172594274,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,15,icstrtlayer1,d,gr,,3875.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:16_x:4125.00_y:4375.00_zone:1,none,factor,37.5816438910049,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,16,icstrtlayer1,d,gr,,4125.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:17_x:4375.00_y:4375.00_zone:1,none,factor,36.5614177226476,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,17,icstrtlayer1,d,gr,,4375.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:18_x:4625.00_y:4375.00_zone:1,none,factor,33.70129232295853,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,18,icstrtlayer1,d,gr,,4625.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:22_j:19_x:4875.00_y:4375.00_zone:1,none,factor,33.63161232616441,15.0,50.0,icstrtlayer1,1.0,0.0,1,22,,0,19,icstrtlayer1,d,gr,,4875.00,4375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:0_x:125.00_y:4125.00_zone:1,none,factor,36.06468802522771,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,0,icstrtlayer1,d,gr,,125.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:1_x:375.00_y:4125.00_zone:1,none,factor,45.606931735262656,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,1,icstrtlayer1,d,gr,,375.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:2_x:625.00_y:4125.00_zone:1,none,factor,26.81301825285417,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,2,icstrtlayer1,d,gr,,625.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:3_x:875.00_y:4125.00_zone:1,none,factor,41.07914232409204,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,3,icstrtlayer1,d,gr,,875.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:4_x:1125.00_y:4125.00_zone:1,none,factor,36.950350823651,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,4,icstrtlayer1,d,gr,,1125.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:5_x:1375.00_y:4125.00_zone:1,none,factor,40.86203002939521,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,5,icstrtlayer1,d,gr,,1375.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:6_x:1625.00_y:4125.00_zone:1,none,factor,41.92901294144835,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,6,icstrtlayer1,d,gr,,1625.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:7_x:1875.00_y:4125.00_zone:1,none,factor,37.28695970354482,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,7,icstrtlayer1,d,gr,,1875.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:8_x:2125.00_y:4125.00_zone:1,none,factor,34.697810506215625,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,8,icstrtlayer1,d,gr,,2125.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:9_x:2375.00_y:4125.00_zone:1,none,factor,39.031243062897474,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,9,icstrtlayer1,d,gr,,2375.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:10_x:2625.00_y:4125.00_zone:1,none,factor,39.870854917243136,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,10,icstrtlayer1,d,gr,,2625.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:11_x:2875.00_y:4125.00_zone:1,none,factor,37.264981419130514,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,11,icstrtlayer1,d,gr,,2875.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:12_x:3125.00_y:4125.00_zone:1,none,factor,44.97137033790876,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,12,icstrtlayer1,d,gr,,3125.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:13_x:3375.00_y:4125.00_zone:1,none,factor,33.82759628669695,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,13,icstrtlayer1,d,gr,,3375.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:14_x:3625.00_y:4125.00_zone:1,none,factor,39.69138568870452,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,14,icstrtlayer1,d,gr,,3625.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:15_x:3875.00_y:4125.00_zone:1,none,factor,39.43725376338728,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,15,icstrtlayer1,d,gr,,3875.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:16_x:4125.00_y:4125.00_zone:1,none,factor,34.376432930811006,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,16,icstrtlayer1,d,gr,,4125.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:17_x:4375.00_y:4125.00_zone:1,none,factor,25.932151806715268,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,17,icstrtlayer1,d,gr,,4375.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:18_x:4625.00_y:4125.00_zone:1,none,factor,32.156207211678584,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,18,icstrtlayer1,d,gr,,4625.00,4125.00,1
